[run number],energia_inicial,lixo_normal,nAssassinos,energ_alimento,alimento,limiteResiduos,nComiloes,assassinos?,lixo_toxico,mostrarCargaDeposito?,nLimpadores,mostra_energia?,n_depositos,mostra_carga?,[step],count turtles
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,391,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,392,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,393,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,394,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,395,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,396,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,397,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,398,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,399,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,400,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,401,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,402,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,403,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,404,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,405,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,406,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,407,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,408,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,409,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,410,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,411,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,412,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,413,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,414,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,415,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,416,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,417,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,418,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,419,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,420,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,421,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,422,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,423,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,424,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,425,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,426,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,427,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,428,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,429,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,430,0
